x,t,y
-7.4937343358396,0.2506265664160401,3.336945628825727e-7
-7.443609022556391,0.2556390977443609,3.5438236699451523e-7
-7.393483709273183,0.2606516290726817,3.763527368006925e-7
-7.343358395989975,0.2656641604010025,3.996851865130503e-7
-7.293233082706767,0.2706766917293233,4.2446415992133656e-7
-7.243107769423559,0.2756892230576441,4.507793360078645e-7
-7.192982456140351,0.2807017543859649,4.787259535091738e-7
-7.142857142857143,0.2857142857142857,5.084051555992389e-7
-7.092731829573935,0.2907268170426065,5.399243559416405e-7
-7.042606516290727,0.2957393483709273,5.733976274355051e-7
-6.992481203007519,0.3007518796992481,6.089461150621423e-7
-6.942355889724311,0.3057644110275689,6.46698474326489e-7
-6.8922305764411025,0.3107769423558897,6.867913368801424e-7
-6.842105263157895,0.3157894736842105,7.293698050111312e-7
-6.791979949874687,0.3208020050125313,7.745879767900276e-7
-6.741854636591479,0.3258145363408521,8.226095037729426e-7
-6.691729323308271,0.3308270676691729,8.73608183279806e-7
-6.641604010025063,0.3358395989974937,9.277685873914387e-7
-6.591478696741855,0.3408521303258145,9.852867309417902e-7
-6.541353383458647,0.3458646616541353,0.0000010463707809229078
-6.491228070175438,0.3508771929824561,0.0000011112418098699805
-6.4411027568922306,0.3558897243107769,0.0000011801345959530507
-6.390977443609023,0.3609022556390977,0.0000012532984726709605
-6.340852130325815,0.3659147869674185,0.0000013309982312226512
-6.290726817042607,0.37092731829573933,0.0000014135150788215266
-6.2406015037593985,0.37593984962406013,0.0000015011476564210793
-6.190476190476191,0.38095238095238093,0.0000015942131195349936
-6.140350877192983,0.38596491228070173,0.0000016930482860632308
-6.090225563909774,0.39097744360902253,0.0000017980108552781259
-6.040100250626566,0.39598997493734334,0.000001909480702382035
-5.989974937343359,0.40100250626566414,0.0000020278612533215575
-5.939849624060151,0.40601503759398494,0.0000021535809448338064
-5.889724310776943,0.41102756892230574,0.000002287094775008605
-5.839598997493734,0.41604010025062654,0.0000024288859499780807
-5.7894736842105265,0.42105263157894735,0.0000025794676326930237
-5.739348370927319,0.42606516290726815,0.000002739384800114718
-5.68922305764411,0.43107769423558895,0.000002909216215543371
-5.639097744360902,0.43609022556390975,0.000003089576523220868
-5.5889724310776945,0.44110275689223055,0.0000032811184727880607
-5.538847117794487,0.44611528822055135,0.000003484535281646735
-5.488721804511279,0.45112781954887216,0.000003700563143775363
-5.43859649122807,0.45614035087719296,0.000003929983894077755
-5.388471177944862,0.46115288220551376,0.000004173627837906564
-5.338345864661655,0.46616541353383456,0.000004432376756001218
-5.288220551378446,0.47117794486215536,0.000004707167095714616
-5.238095238095238,0.47619047619047616,0.000004998993360077064
-5.18796992481203,0.48120300751879697,0.000005308911706961674
-5.1378446115288225,0.48621553884711777,0.00000563804377137585
-5.087719298245615,0.49122807017543857,0.000005987580724710585
-5.037593984962406,0.49624060150375937,0.0000063587875856369054
-4.987468671679198,0.5012531328320802,0.000006753007798249241
-4.9373433583959905,0.506265664160401,0.000007171668094022356
-4.887218045112782,0.5112781954887218,0.000007616283655175494
-4.837092731829574,0.5162907268170426,0.000008088463598127738
-4.786967418546366,0.5213032581453634,0.000008589916796886838
-4.736842105263158,0.5263157894736842,0.000009122458067443517
-4.686716791979951,0.531328320802005,0.000009688014735549253
-4.636591478696742,0.5363408521303258,0.000010288633611642588
-4.586466165413534,0.5413533834586466,0.000010926488398162177
-4.536340852130326,0.5463659147869674,0.000011603887556048385
-4.486215538847118,0.5513784461152882,0.000012323282658897038
-4.43609022556391,0.556390977443609,0.000013087277264992372
-4.385964912280702,0.5614035087719298,0.000013898636339319892
-4.335839598997494,0.5664160401002506,0.000014760296259649148
-4.2857142857142865,0.5714285714285714,0.000015675375442888724
-4.235588972431078,0.5764411027568922,0.00001664718563015956
-4.18546365914787,0.581453634085213,0.000017679243871415105
-4.135338345864662,0.5864661654135338,0.000018775285252966402
-4.0852130325814535,0.5914786967418546,0.000019939276413957305
-4.035087719298246,0.5964912280701754,0.000021175429900687785
-3.984962406015038,0.6015037593984962,0.000022488219410713138
-3.93483709273183,0.606516290726817,0.000023882395981864302
-3.8847117794486223,0.6115288220551378,0.00002536300518475068
-3.8345864661654137,0.6165413533834586,0.000026935405380935294
-3.784461152882206,0.6215538847117794,0.000028605287112824727
-3.734335839598998,0.6265664160401002,0.00003037869369540727
-3.6842105263157894,0.631578947368421,0.00003226204308431687
-3.6340852130325816,0.6365914786967418,0.000034262151099314536
-3.583959899749374,0.6416040100250626,0.00003638625608717622
-3.533834586466166,0.6466165413533834,0.00003864204511317968
-3.483709273182958,0.6516290726817042,0.000041037681775904694
-3.4335839598997495,0.656641604010025,0.00004358183574592751
-3.3834586466165417,0.6616541353383458,0.000046283714135218656
-3.333333333333334,0.6666666666666666,0.0000491530948106654
-3.2832080200501252,0.6716791979949874,0.00005220036177216314
-3.2330827067669174,0.6766917293233082,0.00005543654272317628
-3.1829573934837097,0.681704260651629,0.00005887334896958611
-3.132832080200502,0.6867167919799498,0.00006252321779105
-3.082706766917294,0.6917293233082706,0.00006639935743802106
-3.0325814536340854,0.6967418546365914,0.0000705157949170564
-2.9824561403508776,0.7017543859649122,0.00007488742673710353
-2.93233082706767,0.706766917293233,0.00007953007280013874
-2.882205513784461,0.7117794486215538,0.0000844605336308744
-2.8320802005012533,0.7167919799498746,0.00008969665115229631
-2.7819548872180455,0.7218045112781954,0.00009525737322657839
-2.7318295739348377,0.7268170426065163,0.00010116282219449767
-2.68170426065163,0.731829573934837,0.00010743436766088343
-2.6315789473684212,0.7368421052631579,0.00011409470378893643
-2.5814536340852134,0.7418546365914787,0.00012116793138249802
-2.5313283208020056,0.7468671679197995,0.00012867964505258996
-2.481203007518797,0.7518796992481203,0.00013665702578285398
-2.431077694235589,0.7568922305764411,0.00014512893922795098
-2.3809523809523814,0.7619047619047619,0.0001541260400996058
-2.3308270676691736,0.7669172932330827,0.0001636808830168827
-2.280701754385966,0.7719298245614035,0.00017382804022051093
-2.230576441102757,0.7769423558897243,0.00018460422657575406
-2.1804511278195493,0.7819548872180451,0.00019604843231449732
-2.1303258145363415,0.7869674185463659,0.00020820206399501238
-2.080200501253133,0.7919799498746867,0.00022110909418735425
-2.030075187969925,0.7969924812030075,0.00023481622042364027
-1.9799498746867172,0.8020050125313283,0.0002493730339856764
-1.9298245614035086,0.8070175438596491,0.00026483219913764295
-1.8796992481203016,0.8120300751879699,0.0002812496434489387
-1.829573934837093,0.8170426065162907,0.00029868475989199266
-1.779448621553886,0.8220551378446115,0.0003172006214419075
-1.7293233082706774,0.8270676691729323,0.00033686420894952465
-1.6791979949874687,0.8320802005012531,0.0003577466531068267
-1.6290726817042618,0.8370927318295739,0.00037992349137391226
-1.578947368421053,0.8421052631578947,0.00040347494079006057
-1.5288220551378444,0.8471177944862155,0.0004284861876479527
-1.4786967418546375,0.8521303258145363,0.0004550476950701292
-1.4285714285714288,0.8571428571428571,0.0004832555295903271
-1.3784461152882201,0.8621553884711779,0.0005132117079097655
-1.3283208020050132,0.8671679197994987,0.0005450245650700096
-1.2781954887218046,0.8721804511278195,0.0005788091453597954
-1.2280701754385976,0.8771929824561403,0.000614687617353542
-1.177944862155389,0.8822055137844611,0.0006527897145645105
-1.1278195488721803,0.8872180451127819,0.0006932532032857148
-1.0776942355889734,0.8922305764411027,0.0007362243792874478
-1.0275689223057647,0.8972431077694235,0.0007818585951415239
-0.9774436090225578,0.9022556390977443,0.0008303208200496638
-0.9273182957393491,0.9072681704260651,0.0008817862341672239
-0.8771929824561404,0.9122807017543859,0.000936440859533715
-0.8270676691729335,0.9172932330827067,0.0009944822298491441
-0.7769423558897248,0.9223057644110275,0.0010561201014700262
-0.7268170426065161,0.9273182957393483,0.0011215772081417073
-0.6766917293233092,0.9323308270676691,0.0011910900621348005
-0.6265664160401005,0.9373433583959899,0.0012649098046132565
-0.5764411027568919,0.9423558897243107,0.0013433031082305746
-0.526315789473685,0.9473684210526315,0.0014265531351294633
-0.4761904761904763,0.9523809523809523,0.001514960553709038
-0.42606516290726937,0.9573934837092731,0.0016088446177231239
-0.3759398496240607,0.9624060150375939,0.0017085443114842104
-0.325814536340852,0.9674185463659147,0.0018144195651698624
-0.2756892230576451,0.9724310776942355,0.0019268525444635861
-0.2255639097744364,0.9774436090225563,0.002046249019009767
-0.1754385964912295,0.9824561403508771,0.002173039814423549
-0.12531328320802082,0.9874686716791979,0.002307682352872278
-0.07518796992481214,0.9924812030075187,0.002450662287534896
-0.02506265664160523,0.9974937343358395,0.002602495236551549
0.025062656641603454,1.0025062656641603,0.00276372862239691
0.07518796992481214,1.007518796992481,0.0029349436229487557
0.12531328320801904,1.012531328320802,0.003116757240878822
0.17543859649122773,1.0175438596491229,0.003309824498365695
0.2255639097744364,1.0225563909774436,0.0035148407645207713
0.2756892230576433,1.0275689223057642,0.0037325442233288202
0.325814536340852,1.0325814536340852,0.0039637184903340015
0.3759398496240589,1.037593984962406,0.004209195386751347
0.4260651629072676,1.0426065162907268,0.004469857880153718
0.4761904761904763,1.0476190476190474,0.004746643201373458
0.5263157894736832,1.0526315789473684,0.005040546147769241
0.5764411027568919,1.0576441102756893,0.005352622583539354
0.6265664160400988,1.06265664160401,0.005683993148314324
0.6766917293233075,1.0676691729323307,0.006035847185834663
0.7268170426065161,1.0726817042606516,0.006409446905110484
0.776942355889723,1.0776942355889725,0.006806131787071756
0.8270676691729317,1.0827067669172932,0.007227323250346684
0.8771929824561404,1.0877192982456139,0.007674529590451635
0.9273182957393473,1.0927318295739348,0.008149351207337953
0.977443609022556,1.0977443609022557,0.008653486136914577
1.0275689223057647,1.1027568922305764,0.009188735902849491
1.0776942355889716,1.107769423558897,0.009757011705645706
1.1278195488721803,1.112781954887218,0.010360340966681486
1.1779448621553872,1.117794486215539,0.011000874245597505
1.2280701754385959,1.1228070175438596,0.011680892550101254
1.2781954887218046,1.1278195488721803,0.012402815057930068
1.3283208020050115,1.1328320802005012,0.013169207271367892
1.3784461152882201,1.137844611528822,0.01398278962533134
1.428571428571427,1.1428571428571428,0.014846446570621842
1.4786967418546357,1.1478696741854635,0.01576323615447171
1.5288220551378444,1.1528822055137844,0.016736400120972737
1.5789473684210513,1.1578947368421053,0.017769374554359584
1.62907268170426,1.162907268170426,0.018865801088400167
1.6791979949874687,1.1679197994987467,0.020029538705305938
1.7293233082706756,1.1729323308270676,0.02126467614759338
1.7794486215538843,1.1779448621553885,0.02257554496617166
1.829573934837093,1.1829573934837092,0.023966733227575244
1.8796992481202999,1.18796992481203,0.025443099902670515
1.9298245614035086,1.1929824561403508,0.027009789958297597
1.9799498746867155,1.1979949874686717,0.028672250172122268
2.030075187969924,1.2030075187969924,0.0304362456894238
2.080200501253133,1.208020050125313,0.03230787733856412
2.1303258145363397,1.213032581453634,0.03429359971942918
2.1804511278195484,1.218045112781955,0.03640024007611542
2.2305764411027553,1.2230576441102756,0.03863501796149085
2.280701754385964,1.2280701754385963,0.041005565696904236
2.3308270676691727,1.2330827067669172,0.043519949625139984
2.3809523809523796,1.2380952380952381,0.04618669214863722
2.4310776942355883,1.2431077694235588,0.04901479453787169
2.481203007518797,1.2481203007518795,0.052013760486526436
2.531328320802004,1.2531328320802004,0.05519362038051248
2.5814536340852126,1.2581453634085213,0.0585649562368778
2.6315789473684212,1.263157894736842,0.062138927256011896
2.681704260651628,1.2681704260651627,0.06592729591613378
2.731829573934837,1.2731829573934836,0.06994245452263684
2.7819548872180437,1.2781954887218046,0.07419745210625818
2.8320802005012524,1.2832080200501252,0.07870602154302855
2.882205513784461,1.288220551378446,0.08348260674527776
2.932330827067668,1.2932330827067668,0.08854238974641793
2.9824561403508767,1.2982456140350878,0.09390131747249465
3.0325814536340836,1.3032581453634084,0.09957612796035267
3.0827067669172923,1.3082706766917291,0.10558437574543791
3.132832080200501,1.31328320802005,0.11194445610143779
3.182957393483708,1.318295739348371,0.11867562776894257
3.2330827067669166,1.3233082706766917,0.1257980337607708
3.2832080200501252,1.3283208020050123,0.13333271977734576
3.333333333333332,1.3333333333333333,0.1413016497063287
3.383458646616541,1.3383458646616542,0.14972771761640896
3.4335839598997495,1.3433583959899749,0.15863475558565002
3.4837092731829564,1.3483709273182956,0.1680475366300665
3.533834586466165,1.3533834586466165,0.17799177191818927
3.583959899749372,1.3583959899749374,0.18849410137248568
3.6340852130325807,1.363408521303258,0.19958207666899608
3.6842105263157894,1.3684210526315788,0.21128413555288325
3.7343358395989963,1.3734335839598997,0.22362956629062358
3.784461152882205,1.3784461152882206,0.2366484609801905
3.834586466165412,1.3834586466165413,0.25037165634019143
3.8847117794486206,1.388471177944862,0.2648306604992058
3.9348370927318292,1.3934837092731829,0.28005756420953154
3.984962406015036,1.3984962406015038,0.2960849348178868
4.035087719298245,1.4035087719298245,0.3129456912422826
4.0852130325814535,1.4085213032581452,0.33067295813305525
4.13533834586466,1.413533834586466,0.34929989734122435
4.185463659147869,1.418546365914787,0.3688595147838775
4.235588972431078,1.4235588972431077,0.38938444078995643
4.285714285714285,1.4285714285714284,0.4109066820371644
4.335839598997493,1.4335839598997493,0.43345734325885665
4.3859649122807,1.4385964912280702,0.45706631701677314
4.436090225563909,1.443609022556391,0.48176194001001305
4.486215538847118,1.4486215538847116,0.5075706146317615
4.536340852130325,1.4536340852130325,0.5345163948028422
4.586466165413533,1.4586466165413534,0.5626205355146913
4.63659147869674,1.463659147869674,0.5919010060136481
4.686716791979949,1.4686716791979948,0.62237196716273
4.7368421052631575,1.4736842105263157,0.6540432142341598
4.786967418546364,1.4786967418546366,0.6869195872227701
4.837092731829573,1.4837092731829573,0.7210003517308918
4.887218045112782,1.488721804511278,0.7562785545608928
4.937343358395989,1.493734335839599,0.7927403593593256
4.987468671679197,1.4987468671679198,0.8303643689788612
5.037593984962406,1.5037593984962405,0.869120942647368
5.087719298245613,1.5087719298245612,0.9089715175372449
5.137844611528822,1.5137844611528821,0.9498679458839128
5.187969924812029,1.518796992481203,0.9917518603735359
5.238095238095237,1.5238095238095237,1.0345540820606436
5.288220551378446,1.5288220551378444,1.0781940865306157
5.338345864661653,1.5338345864661653,1.1225795453259677
5.3884711779448615,1.5388471177944862,1.1676059607355052
5.438596491228068,1.543859649122807,1.2131564128221795
5.488721804511277,1.5488721804511276,1.2591014379541279
5.538847117794486,1.5538847117794485,1.3052990580171084
5.588972431077693,1.5588972431077694,1.3515949788414532
5.639097744360901,1.5639097744360901,1.3978229750946245
5.68922305764411,1.5689223057644108,1.4438054769062643
5.739348370927317,1.5739348370927317,1.4893543707587624
5.789473684210526,1.5789473684210527,1.5342720236691754
5.839598997493734,1.5839598997493733,1.578352535414819
5.889724310776941,1.588972431077694,1.6213832185570778
5.93984962406015,1.593984962406015,1.6631463003775044
5.989974937343357,1.5989974937343359,1.7034208346812345
6.0401002506265655,1.6040100250626566,1.741984804911632
6.090225563909772,1.6090225563909772,1.778617393363228
6.140350877192983,1.6140350877192982,1.8131013847194215
6.19047619047619,1.619047619047619,1.8452256659444963
6.240601503759397,1.6240601503759398,1.8747877790100353
6.290726817042607,1.6290726817042605,1.9015964783170716
6.340852130325814,1.6340852130325814,1.9254742412574473
6.390977443609021,1.6390977443609023,1.9462596783776722
6.441102756892228,1.644110275689223,1.9638097892553945
6.491228070175438,1.6491228070175437,1.9780020115981622
6.541353383458645,1.6541353383458646,1.988736014275561
6.591478696741852,1.6591478696741855,1.9959351899648674
6.641604010025063,1.6641604010025062,1.9995478097047916
6.6917293233082695,1.6691729323308269,1.9995478097047916
6.741854636591476,1.6741854636591478,1.9959351899648692
6.791979949874687,1.6791979949874687,1.988736014275561
6.842105263157894,1.6842105263157894,1.9780020115981622
6.892230576441101,1.68922305764411,1.963809789255396
6.942355889724311,1.694235588972431,1.946259678377673
6.992481203007518,1.699248120300752,1.9254742412574493
7.042606516290725,1.7042606516290726,1.9015964783170716
7.092731829573935,1.7092731829573933,1.8747877790100353
7.142857142857142,1.7142857142857142,1.8452256659444979
7.192982456140349,1.719298245614035,1.8131013847194215
7.24310776942356,1.7243107769423558,1.778617393363228
7.293233082706767,1.7293233082706765,1.741984804911632
7.3433583959899735,1.7343358395989974,1.7034208346812374
7.39348370927318,1.7393483709273183,1.6631463003775084
7.443609022556391,1.744360902255639,1.6213832185570778
7.493734335839598,1.7493734335839597,1.578352535414819
7.543859649122805,1.7543859649122806,1.5342720236691791
7.593984962406015,1.7593984962406015,1.4893543707587635
7.644110275689222,1.7644110275689222,1.4438054769062643
7.694235588972429,1.769423558897243,1.397822975094627
7.7443609022556394,1.7744360902255638,1.3515949788414545
7.794486215538846,1.7794486215538847,1.30529905801711
7.844611528822053,1.7844611528822054,1.2591014379541305
7.894736842105264,1.789473684210526,1.2131564128221795
7.944862155388471,1.794486215538847,1.1676059607355063
7.9949874686716775,1.799498746867168,1.1225795453259715
8.045112781954884,1.8045112781954886,1.078194086530618
8.095238095238095,1.8095238095238093,1.0345540820606436
8.145363408521302,1.8145363408521302,0.99175186037354
8.195488721804509,1.8195488721804511,0.9498679458839165
8.24561403508772,1.8245614035087718,0.9089715175372449
8.295739348370926,1.8295739348370925,0.869120942647368
8.345864661654133,1.8345864661654134,0.8303643689788647
8.395989974937343,1.8395989974937343,0.7927403593593267
8.44611528822055,1.844611528822055,0.7562785545608928
8.496240601503757,1.8496240601503757,0.721000351730894
8.546365914786968,1.8546365914786966,0.686919587222771
8.596491228070175,1.8596491228070176,0.6540432142341607
8.646616541353382,1.8646616541353382,0.6223719671627318
8.696741854636592,1.869674185463659,0.5919010060136481
8.746867167919799,1.8746867167919798,0.562620535514692
8.796992481203006,1.8796992481203008,0.5345163948028447
8.847117794486216,1.8847117794486214,0.5075706146317598
8.897243107769423,1.8897243107769421,0.48176194001001305
8.94736842105263,1.894736842105263,0.45706631701677525
8.997493734335837,1.899749373433584,0.4334573432588586
9.047619047619047,1.9047619047619047,0.4109066820371644
9.097744360902254,1.9097744360902253,0.38938444078995643
9.147869674185461,1.9147869674185463,0.36885951478387924
9.197994987468672,1.9197994987468672,0.349299897341225
9.248120300751879,1.9248120300751879,0.33067295813305525
9.298245614035086,1.9298245614035086,0.3129456912422838
9.348370927318296,1.9348370927318295,0.2960849348178871
9.398496240601503,1.9398496240601504,0.2800575642095321
9.44862155388471,1.944862155388471,0.26483066049920667
9.49874686716792,1.9498746867167918,0.25037165634019143
9.548872180451127,1.9548872180451127,0.23664846098019093
9.598997493734334,1.9598997493734336,0.2236295662906247
9.649122807017541,1.9649122807017543,0.211284135552884
9.699248120300751,1.969924812030075,0.19958207666899608
9.749373433583958,1.9749373433583959,0.18849410137248665
9.799498746867165,1.9799498746867168,0.17799177191819024
9.849624060150376,1.9849624060150375,0.1680475366300665
9.899749373433583,1.9899749373433582,0.15863475558565002
9.94987468671679,1.994987468671679,0.1497277176164097
10,2,0.14130164970632894
